"year","unitid","inst_name","state_name","number_applied","number_admitted","number_enrolled_total","reqt_hs_rank","reqt_test_scores","reqt_hs_gpa","reqt_college_prep","reqt_recommendations","sat_crit_read_25_pctl","sat_crit_read_75_pctl","sat_math_25_pctl","sat_math_75_pctl","act_composite_25_pctl","act_composite_75_pctl","act_english_25_pctl","act_english_75_pctl","act_math_25_pctl","act_math_75_pctl","institution_level","completion_rate_150pct"
"2005","147697","Northern Baptist Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","147703","Northern Illinois University","Illinois","14060","9908","3179","Required","Required","Required","Required","Neither required nor recommended","470","570","480","595","20","24","19","24","18","25","Four or more years","0.483"
"2005","147767","Northwestern University","Illinois","15637","4684","1915","Required","Required","Required","Required","Required","650","740","670","760","29","33","29","34","28","33","Four or more years","0.928"
"2005","147776","Northeastern Illinois University","Illinois","3071","2298","1058","Required","Required","Neither required nor recommended","Required","Neither required nor recommended","","","","","16","21","14","21","15","20","Four or more years","0.185"
"2005","147828","Olivet Nazarene University","Illinois","2082","1601","671","Recommended","Required","Recommended","Recommended","Required","","","","","19","26","19","26","19","26","Four or more years","0.528"
"2005","148016","Principia College","Illinois","242","216","139","Recommended","Required","Required","Required","Required","530","660","520","650","21","29","19","29","18","31","Four or more years","0.79"
"2005","148131","Quincy University","Illinois","986","926","202","Required","Required","Required","Recommended","Required","440","540","460","550","20","24","18","24","18","24","Four or more years","0.477"
"2005","148177","The Illinois Institute of Art","Illinois","2177","1051","1051","Recommended","Recommended","Recommended","Neither required nor recommended","Recommended","410","600","430","550","14","25","13","24","9","30","Four or more years","0.468"
"2005","148335","Robert Morris College","Illinois","2714","2167","971","Recommended","Recommended","Required","Recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.501"
"2005","148405","Rockford College","Illinois","749","370","270","Required","Required","Required","Required","Recommended","","","","","21","29","20","31","20","30","Four or more years","0.441"
"2005","148487","Roosevelt University","Illinois","3156","1843","889","Required","Required","Required","Required","Neither required nor recommended","530","625","485","590","18","24","18","25","17","24","Four or more years","0.36"
"2005","148496","Dominican University","Illinois","816","678","272","Required","Required","Required","Required","Neither required nor recommended","500","600","500","610","20","25","19","26","18","24","Four or more years","0.673"
"2005","148511","Rush University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","148575","Saint Francis Medical Center College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","148584","University of St Francis","Illinois","759","429","191","Required","Required","Required","Recommended","Neither required nor recommended","","","","","18","24","19","24","18","25","Four or more years","0.6"
"2005","148593","St Johns College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","148627","Saint Xavier University","Illinois","2006","1387","420","Recommended","Required","Required","Neither required nor recommended","Neither required nor recommended","471","590","480","590","20","25","20","26","18","24","Four or more years","0.577"
"2005","148654","University of Illinois at Springfield","Illinois","493","311","135","Recommended","Required","Required","Required","Required","","","","","22","27","22","28","21","27","Four or more years",""
"2005","148724","Seabury-Western Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","148849","Shimer College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.833"
"2005","148876","Saint Augustine College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.24"
"2005","148885","University of Saint Mary of the Lake","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","148982","Spertus College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","149028","Saint Anthony College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","149222","Southern Illinois University Carbondale","Illinois","9285","7173","2470","Required","Required","Recommended","Recommended","Neither required nor recommended","450","590","460","580","19","24","18","24","17","24","Four or more years","0.425"
"2005","149231","Southern Illinois University Edwardsville","Illinois","5379","4149","1748","Required","Required","Required","Required","Neither required nor recommended","","","","","20","25","19","26","18","25","Four or more years","0.458"
"2005","149240","Southern Illinois University-Systems Office","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","149329","Telshe Yeshiva-Chicago","Illinois","14","14","14","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Recommended","","","","","","","","","","","Four or more years","0.071"
"2005","149505","Trinity Christian College","Illinois","559","535","229","Required","Required","Required","Recommended","Required","","","","","19","25","19","25","17","25","Four or more years","0.6"
"2005","149514","Trinity International University","Illinois","459","377","159","Recommended","Required","Required","Required","Required","450","590","500","590","21","24","21","26","19","24","Four or more years","0.607"
"2005","149587","University of Illinois University Administration","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","149639","Vandercook College of Music","Illinois","44","42","22","Required","Required","Required","Recommended","Required","420","600","440","570","19","25","18","26","17","26","Four or more years","0.632"
"2005","149763","West Suburban College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","149772","Western Illinois University","Illinois","7286","5224","1816","Required","Required","Required","Recommended","Neither required nor recommended","","","","","19","23","18","23","18","24","Four or more years","0.556"
"2005","149781","Wheaton College","Illinois","2163","1097","578","Recommended","Required","Required","Required","Required","630","730","620","710","27","31","","","","","Four or more years","0.886"
"2005","178226","Westwood College-O'Hare Airport","Illinois","135","109","109","Neither required nor recommended","Recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.429"
"2005","247922","Ingalls Memorial Hospital Dietetic Internship","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","260947","Christian Life College","Illinois","20","17","15","Recommended","Recommended","Recommended","Neither required nor recommended","Required","","","","","","19","","19","","18","Four or more years","0.6"
"2005","260956","Knowledge Systems Institute","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","260974","ITT Technical Institute","Illinois","297","151","146","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.533"
"2005","364131","St Johns Hospital School of Dietetics","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","406194","Westwood College-Dupage","Illinois","1340","552","552","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years",""
"2005","409254","Erikson Institute","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","414586","ITT Technical Institute","Illinois","162","90","90","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.424"
"2005","420866","Argosy University-Schaumburg","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","428286","Illinois Institute of Art at Schaumburg","Illinois","539","339","339","Recommended","Recommended","Required","Neither required nor recommended","Recommended","","","","","","","","","","","Four or more years","0.591"
"2005","434557","ITT Technical Institute","Illinois","178","90","89","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.561"
"2005","438911","Cardean University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","439020","Midwest College of Oriental Medicine","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","440147","Westwood College-River Oaks","Illinois","523","402","199","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.449"
"2005","442161","University of Phoenix-Chicago Campus","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","442842","Pacific College of Oriental Medicine","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","443030","Evanston Northwestern Healthcare School of Anesthesia","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","443687","Westwood College-Chicago Loop","Illinois","368","151","151","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","22","25","22","25","22","25","Four or more years",""
"2005","445027","American Intercontinental University Online","Illinois","10373","4800","4800","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","","","","","","","","","","","Four or more years",""
"2005","445054","Toyota Technological Institute at Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2005","446826","International Academy of Design and Technology","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2005","446969","New York Institute of Technology-Ellis College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","142832","ADLER SCHOOL OF PROFESSIONAL PSYCHOLOGY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","142887","AMERICAN ACADEMY OF ART","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.571"
"2004","142957","AMERICAN ISLAMIC COLLEGE","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2004","143048","SCHOOL OF THE ART INSTITUTE OF CHICAGO","Illinois","1194","999","335","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Required","","","","","","","","","","","Four or more years","0.536"
"2004","143084","AUGUSTANA COLLEGE","Illinois","2874","2223","599","Required","Required","Required","Recommended","Recommended","515","635","560","650","24","29","22","29","23","28","Four or more years","0.759"
"2004","143118","AURORA UNIVERSITY","Illinois","1650","875","295","Required","Required","Required","Required","Recommended","470","540","460","580","19","23","18","23","18","23","Four or more years","0.527"
"2004","143163","BARAT COLLEGE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","143288","BLACKBURN COLLEGE","Illinois","916","514","183","Required","Required","Required","Recommended","Recommended","475","560","475","560","18","24","18","24","18","24","Four or more years","0.441"
"2004","143297","BLESSING RIEMAN COLLEGE OF NURSING","Illinois","364","224","43","Required","Required","Required","Recommended","Neither required nor recommended","","","","","20","25","21","24","20","24","Four or more years","0.632"
"2004","143358","BRADLEY UNIVERSITY","Illinois","5746","3701","1017","Required","Required","Required","Required","Recommended","540","640","550","670","23","28","22","29","22","28","Four or more years","0.729"
"2004","143659","CATHOLIC THEOLOGICAL UNION AT CHICAGO","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","143853","MIDWESTERN UNIVERSITY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","143941","CHICAGO NATIONAL COLLEGE OF NAPRAPATHY","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2004","143978","CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","144005","CHICAGO STATE UNIVERSITY","Illinois","4392","2365","622","Neither required nor recommended","Required","Required","Recommended","Neither required nor recommended","","","","","17","19","15","20","15","18","Four or more years","0.158"
"2004","144014","CHICAGO THEOLOGICAL SEMINARY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","144050","UNIVERSITY OF CHICAGO","Illinois","8751","3503","1217","Recommended","Required","Recommended","Neither required nor recommended","Required","670","770","660","760","28","33","28","34","27","33","Four or more years","0.909"
"2004","144281","COLUMBIA COLLEGE CHICAGO","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.301"
"2004","144351","CONCORDIA UNIVERSITY","Illinois","1529","787","185","Required","Required","Required","Required","Neither required nor recommended","450","590","460","590","19","25","18","25","18","25","Four or more years","0.524"
"2004","144740","DEPAUL UNIVERSITY","Illinois","10074","6929","2296","Recommended","Required","Required","Recommended","Required","520","612","500","610","21","26","21","27","20","26","Four or more years","0.635"
"2004","144759","DEVRY UNIVERSITY-ILLINOIS","Illinois","5435","3256","1789","Neither required nor recommended","Recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.342"
"2004","144777","DEVRY UNIVERSITY-CORPORATE OFFICE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","144838","ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2004","144883","EAST-WEST UNIVERSITY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.124"
"2004","144892","EASTERN ILLINOIS UNIVERSITY","Illinois","8542","3310","1741","Required","Required","Neither required nor recommended","Recommended","Recommended","","","","","19","23","18","24","18","23","Four or more years","0.606"
"2004","144962","ELMHURST COLLEGE","Illinois","1487","1123","385","Required","Required","Required","Recommended","Recommended","470","640","490","650","20","26","19","26","19","26","Four or more years","0.714"
"2004","144971","EUREKA COLLEGE","Illinois","588","192","192","Recommended","Required","Recommended","Recommended","Required","","","","","18","25","17","25","21","24","Four or more years","0.562"
"2004","145275","GARRETT-EVANGELICAL THEOLOGICAL SEMINARY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","145336","GOVERNORS STATE UNIVERSITY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","145372","GREENVILLE COLLEGE","Illinois","852","586","239","Required","Required","Required","Recommended","Required","455","573","478","573","19","26","19","26","18","25","Four or more years","0.526"
"2004","145460","HARRINGTON COLLEGE OF DESIGN","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.631"
"2004","145497","HEBREW THEOLOGICAL COLLEGE","Illinois","430","408","390","Recommended","Required","Required","Recommended","Required","570","650","500","600","","","","","","","Four or more years","0.157"
"2004","145558","ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","145600","UNIVERSITY OF ILLINOIS AT CHICAGO","Illinois","12362","7627","2716","Required","Required","Recommended","Required","Neither required nor recommended","","","","","20","25","20","26","19","26","Four or more years","0.498"
"2004","145619","BENEDICTINE UNIVERSITY","Illinois","952","703","304","Required","Required","Required","Neither required nor recommended","Required","","","","","20","26","20","27","20","27","Four or more years","0.506"
"2004","145628","ILLINOIS COLLEGE OF OPTOMETRY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","145637","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN","Illinois","22269","13939","6811","Recommended","Required","Recommended","Required","Neither required nor recommended","","","","","25","30","25","30","25","31","Four or more years","0.827"
"2004","145646","ILLINOIS WESLEYAN UNIVERSITY","Illinois","3331","1431","598","Recommended","Required","Recommended","Recommended","Recommended","580","690","600","690","26","31","26","32","26","31","Four or more years","0.817"
"2004","145691","ILLINOIS COLLEGE","Illinois","1145","746","258","Required","Required","Required","Recommended","Recommended","500","600","480","660","21","26","20","26","20","26","Four or more years","0.564"
"2004","145725","ILLINOIS INSTITUTE OF TECHNOLOGY","Illinois","2609","1603","464","Neither required nor recommended","Required","Required","Recommended","Required","570","670","630","710","26","30","25","30","26","32","Four or more years","0.687"
"2004","145761","ILLINOIS BAPTIST COLLEGE","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2004","145770","ARGOSY UNIVERSITY-CHICAGO DOWNTOWN CAMPUS","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","145813","ILLINOIS STATE UNIVERSITY","Illinois","10219","7654","2834","Required","Required","Required","Required","Neither required nor recommended","","","","","22","26","21","26","21","26","Four or more years","0.633"
"2004","145886","INSTITUTE FOR CLINICAL SOCIAL WORK","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","146010","INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.322"
"2004","146241","JOHN MARSHALL LAW SCHOOL","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","146339","JUDSON COLLEGE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.557"
"2004","146393","KENDALL COLLEGE","Illinois","386","188","92","Required","Required","Required","Neither required nor recommended","Recommended","470","530","440","560","18","21","18","22","17","23","Four or more years","0.348"
"2004","146427","KNOX COLLEGE","Illinois","1538","1129","268","Recommended","Required","Recommended","Required","Required","550","690","540","660","24","30","24","31","22","29","Four or more years","0.747"
"2004","146481","LAKE FOREST COLLEGE","Illinois","2282","1410","405","Required","Required","Required","Required","Required","500","700","500","700","23","30","25","30","21","30","Four or more years","0.695"
"2004","146490","LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","146533","LAKEVIEW COLLEGE OF NURSING","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","146612","LEWIS UNIVERSITY","Illinois","1878","1270","510","Recommended","Required","Required","Recommended","Recommended","460","550","430","580","19","24","19","24","17","24","Four or more years","0.525"
"2004","146621","LEXINGTON COLLEGE","Illinois","21","19","17","Recommended","Required","Required","Recommended","Required","","","","","18","22","16","19","16","19","Four or more years","0.516"
"2004","146667","LINCOLN CHRISTIAN COLLEGE AND SEMINARY","Illinois","211","155","117","Required","Required","Required","Recommended","Required","","","","","19","26","19","26","17","24","Four or more years","0.522"
"2004","146676","LINCOLN COLLEGE","Illinois","990","763","644","Recommended","Required","Recommended","Neither required nor recommended","Recommended","430","510","420","530","15","19","13","19","15","18","Four or more years","0.542"
"2004","146719","LOYOLA UNIVERSITY CHICAGO","Illinois","13056","9393","1787","Recommended","Required","Required","Recommended","Required","530","640","520","630","22","28","22","29","21","27","Four or more years","0.672"
"2004","146728","LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","146755","TRINITY COLLEGE OF NURSING AND HEALTH SCIENCES","Illinois","345","106","106","Neither required nor recommended","Required","Required","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.286"
"2004","146825","MACMURRAY COLLEGE","Illinois","1189","594","162","Recommended","Required","Recommended","Recommended","Recommended","410","550","410","550","17","22","17","23","16","20","Four or more years","0.342"
"2004","146977","MCCORMICK THEOLOGICAL SEMINARY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","147013","MCKENDREE COLLEGE","Illinois","1160","821","339","Required","Required","Required","Recommended","Required","420","530","430","630","20","26","19","26","19","26","Four or more years","0.606"
"2004","147031","MEADVILLE-LOMBARD THEOLOGICAL SCHOOL","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","147165","MIDSTATE COLLEGE","Illinois","60","55","30","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.167"
"2004","147244","MILLIKIN UNIVERSITY","Illinois","2762","2039","530","Required","Required","Required","Recommended","Required","460","600","450","570","20","26","19","26","18","25","Four or more years","0.62"
"2004","147341","MONMOUTH COLLEGE","Illinois","1650","1189","389","Required","Required","Required","Recommended","Recommended","510","580","560","590","20","26","20","26","19","26","Four or more years","0.645"
"2004","147369","MOODY BIBLE INSTITUTE","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2004","147518","NATIVE AMERICAN EDUCATIONAL SERVICES COLLEGE INC","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","147536","NATIONAL-LOUIS UNIVERSITY","Illinois","165","156","70","Required","Required","Required","Neither required nor recommended","Required","","","","","14","19","13","20","14","19","Four or more years","0.311"
"2004","147590","NATIONAL UNIVERSITY OF HEALTH SCIENCES","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","147660","NORTH CENTRAL COLLEGE","Illinois","1806","1245","381","Recommended","Required","Required","Required","Recommended","510","610","540","680","22","27","21","27","21","27","Four or more years","0.627"
"2004","147679","NORTH PARK UNIVERSITY","Illinois","1111","357","319","Required","Required","Neither required nor recommended","Recommended","Required","490","640","480","590","18","25","18","25","17","24","Four or more years","0.57"
"2004","147697","NORTHERN BAPTIST THEOLOGICAL SEMINARY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","147703","NORTHERN ILLINOIS UNIVERSITY","Illinois","15861","10087","2951","Required","Required","Required","Required","Neither required nor recommended","465","590","485","620","19","24","18","24","18","25","Four or more years","0.533"
"2004","147767","NORTHWESTERN UNIVERSITY","Illinois","14137","4702","1941","Required","Required","Required","Required","Required","650","730","660","750","29","33","29","34","28","33","Four or more years","0.933"
"2004","147776","NORTHEASTERN ILLINOIS UNIVERSITY","Illinois","2852","2149","1062","Required","Required","Neither required nor recommended","Required","Neither required nor recommended","","","","","16","21","14","21","15","20","Four or more years","0.169"
"2004","147828","OLIVET NAZARENE UNIVERSITY","Illinois","2276","1795","703","Recommended","Required","Recommended","Recommended","Required","","","","","20","26","20","26","20","26","Four or more years","0.529"
"2004","148016","PRINCIPIA COLLEGE","Illinois","221","193","117","Recommended","Required","Required","Recommended","Required","510","650","500","620","21","30","20","32","21","28","Four or more years","0.866"
"2004","148131","QUINCY UNIVERSITY","Illinois","1336","989","228","Required","Required","Required","Recommended","Neither required nor recommended","450","520","470","550","19","24","18","24","18","23","Four or more years","0.531"
"2004","148177","THE ILLINOIS INSTITUTE OF ART","Illinois","1270","741","741","Recommended","Recommended","Recommended","Neither required nor recommended","Recommended","","","","","","","","","","","Four or more years","0.418"
"2004","148335","ROBERT MORRIS COLLEGE","Illinois","3499","2880","1382","Recommended","Recommended","Required","Recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.504"
"2004","148405","ROCKFORD COLLEGE","Illinois","1308","708","297","Required","Required","Required","Required","Recommended","","","","","22","28","18","24","16","22","Four or more years","0.414"
"2004","148487","ROOSEVELT UNIVERSITY","Illinois","1433","735","277","Required","Required","Required","Required","Neither required nor recommended","480","608","460","590","18","25","18","26","18","25","Four or more years","0.339"
"2004","148496","DOMINICAN UNIVERSITY","Illinois","953","678","281","Required","Required","Required","Required","Neither required nor recommended","490","600","490","600","20","25","19","26","18","24","Four or more years","0.677"
"2004","148511","RUSH UNIVERSITY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","148575","SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","148584","UNIVERSITY OF ST FRANCIS","Illinois","909","422","157","Required","Required","Required","Recommended","Neither required nor recommended","","","","","20","25","19","25","19","26","Four or more years","0.559"
"2004","148593","ST JOHNS COLLEGE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","148627","SAINT XAVIER UNIVERSITY","Illinois","1812","1265","415","Recommended","Required","Required","Neither required nor recommended","Neither required nor recommended","470","500","480","500","20","24","20","25","19","24","Four or more years","0.538"
"2004","148654","UNIVERSITY OF ILLINOIS AT SPRINGFIELD","Illinois","432","187","90","Required","Required","Required","Required","Required","","","","","23","28","22","28","23","27","Four or more years",""
"2004","148724","SEABURY-WESTERN THEOLOGICAL SEMINARY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","148849","SHIMER COLLEGE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.4"
"2004","148876","SAINT AUGUSTINE COLLEGE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.318"
"2004","148885","UNIVERSITY OF SAINT MARY OF THE LAKE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","148982","SPERTUS COLLEGE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","149028","SAINT ANTHONY COLLEGE OF NURSING","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","149222","SOUTHERN ILLINOIS UNIVERSITY CARBONDALE","Illinois","9388","7175","2678","Required","Required","Recommended","Recommended","Neither required nor recommended","450","560","470","580","19","24","18","24","18","25","Four or more years","0.417"
"2004","149231","SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE","Illinois","4759","3706","1723","Required","Required","Required","Required","Neither required nor recommended","","","","","20","25","19","26","18","25","Four or more years","0.448"
"2004","149240","SOUTHERN ILLINOIS UNIVERSITY-SYSTEMS OFFICE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","149329","TELSHE YESHIVA-CHICAGO","Illinois","12","12","12","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Recommended","","","","","","","","","","","Four or more years","0.375"
"2004","149505","TRINITY CHRISTIAN COLLEGE","Illinois","755","741","218","Required","Required","Required","Recommended","Required","490","590","480","560","19","26","18","26","17","25","Four or more years","0.533"
"2004","149514","TRINITY INTERNATIONAL UNIVERSITY","Illinois","507","417","185","Recommended","Required","Required","Required","Required","470","570","460","570","21","26","21","27","19","26","Four or more years","0.373"
"2004","149587","UNIVERSITY OF ILLINOIS UNIVERSITY ADMINISTRATION","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","149639","VANDERCOOK COLLEGE OF MUSIC","Illinois","44","39","28","Required","Required","Required","Recommended","Required","440","530","490","530","16","21","15","24","15","19","Four or more years","0.389"
